30,NFT preview card component,set up environment,0:19:34,2023-6-17,19,
31,NFT preview card component,html,0:15:23,2023-6-17,15,
32,NFT preview card component,css,1:27:16,2023-6-17,87,
33,NFT preview card component,css -- hover states,0:41:01,2023-6-17,41,
,,,,,162,minutes
